gene_id_name	gene_biotype_name	TYPE	chr	strand	DOG_length	DOG_start_local	DOG_end_local	DOG_start_meta	DOG_end_meta	DOG_from_downstream_gene	DOG_from_upstream_gene	DOG_into_downstream_gene	POG_into_upstream_gene	padj	baseMean	pvalue	log2FoldChange	lfcSE	stat	source	length	left_int_length	right_int_length	sample_name	start	end	type
WBGene00022046	protein_coding	ADOG	IV	+	700	427204	427904	427204	427904	0.0	False	False	0.0	0.979856373256325	91.42857142857142	0.918417908249713	0.0956814748868662	0.934301595750232	0.0104912503811363	WormBase	1232	0.0	16781.0	N2HS_J2A_split	425972	427204	gene
WBGene00021947	protein_coding	ADOG	IV	+	800	759084	759884	759084	759884	0.0	False	False	0.0	0.957977412415446	110.857142857143	0.22288438949524106	-1.23446580593958	1.01751265673179	1.48570282580989	WormBase	2363	0.0	1526.0	N2HS_J2A_split	756721	759084	gene
WBGene00004974	protein_coding	ADOG	IV	+	200	9934285	9934485	9934285	9934485	0.0	False	False	0.0	0.84464445683515	25.428571428571402	0.0334107845481926	2.9999878117578502	1.49178588105652	4.52460514842125	WormBase	375	0.0	10201.0	N2WT_INP_split	9933910	9934285	gene
WBGene00012384	pseudogene	ADOG	IV	+	1400	11070950	11072350	11070950	11072350	0.0	False	False	0.0	2.14856360623568e-06	201.14285714285703	3.5718346671236614e-09	5.35916112267569	0.8997521222902621	34.8441374909488	WormBase	1563	0.0	12197.0	N2HS_J2A_split	11069387	11070950	gene
WBGene00173092	piRNA	ADOG	IV	+	400	15895731	15896131	15895731	15896131	0.0	False	False	0.0	0.9818301224957048	16.2857142857143	0.928505753014732	0.129279497271756	1.43975173062173	0.00805057470455495	WormBase	20	0.0	891.0	N2HS_J2A_split	15895711	15895731	gene
WBGene00009156	protein_coding	ADOG	IV	+	200	17277748	17277948	17277748	17277948	0.0	False	False	0.0	0.790875381774749	98.2857142857143	0.0278036084244105	-2.26714553971546	1.03395139786687	4.8402038351875305	WormBase	792	0.0	665.0	N2HS_J2A_split	17276956	17277748	gene
WBGene00018362	protein_coding	ADOG	III	+	300	786092	786392	786092	786392	0.0	False	False	0.0	0.957977412415446	525.285714285714	0.21001404960339695	0.940096750467343	0.752397481620391	1.57132945516837	WormBase	2378	0.0	8208.0	N2HS_J2A_split	783714	786092	gene
WBGene00189956	protein_coding	ADOG	III	+	200	1009913	1010113	1009913	1010113	0.0	False	False	0.0	0.957977412415446	13.714285714285701	0.568666317114012	-0.981384495916951	1.69966516887447	0.32491912951705604	WormBase	1477	0.0	622.0	N2HS_J2A_split	1008436	1009913	gene
WBGene00021662	protein_coding	ADOG	I	+	200	216996	217196	216996	217196	0.0	False	False	0.0	0.957977412415446	45.1428571428571	0.224686273867563	1.11464045578885	0.917516969953618	1.47418678194693	WormBase	968	0.0	1064.0	N2HS_J2A_split	216028	216996	gene
WBGene00255594	protein_coding	ADOG	I	+	300	219099	219399	219099	219399	0.0	False	False	0.0	0.957977412415446	35.1428571428571	0.176328438508796	1.47364732802643	1.09158014677781	1.82830029192173	WormBase	1039	0.0	21392.0	N2WT_INP_split	218060	219099	gene
WBGene00021692	protein_coding	ADOG	I	+	500	1258258	1258758	1258258	1258758	0.0	False	False	0.0	0.957977412415446	104.142857142857	0.58316865592792	0.498857370264099	0.9106445568408928	0.30113994942645	WormBase	3488	0.0	20550.0	N2-J2-3__split	1254770	1258258	gene
WBGene00001115	protein_coding	ADOG	I	+	200	1490494	1490694	1490494	1490694	0.0	False	False	0.0	0.289734014827162	138.428571428571	0.0034906117361097	2.3819419173229903	0.8166988266567959	8.53145168623949	WormBase	7411	0.0	24261.0	N2-J2-3__split	1483083	1490494	gene
WBGene00010110	protein_coding	ADOG	I	+	300	7885769	7886069	7885769	7886069	0.0	False	False	0.0	0.957977412415446	31.571428571428598	0.34675813371832603	-1.2451126250882198	1.34292991227136	0.8852853707599591	WormBase	1450	0.0	1602.0	N2HS_J2A_split	7884319	7885769	gene
WBGene00010111	protein_coding	ADOG	I	+	500	7894864	7895364	7894864	7895364	0.0	False	False	0.0	0.957977412415446	906.0	0.336876724469167	-0.692128910733317	0.719889920048934	0.9222811664673292	WormBase	5554	0.0	1261.0	N2HS_J2A_split	7889310	7894864	gene
WBGene00006793	protein_coding	ADOG	I	+	300	13633494	13633794	13633494	13633794	0.0	False	False	0.0	0.957977412415446	179.14285714285703	0.0694105926959726	-1.36937026770296	0.748687776517371	3.2969039942632	WormBase	4267	0.0	1548.0	N2-J2-2__split	13629227	13633494	gene
WBGene00014858	pseudogene	ADOG	I	+	200	13635958	13636158	13635958	13636158	0.0	False	False	0.0	0.969230915985664	108.0	0.8045995564982271	0.19208924655415505	0.776832849264798	0.0612061958405761	WormBase	916	0.0	1254.0	N2HS_J2A_split	13635042	13635958	gene
WBGene00013670	protein_coding	ADOG	I	+	200	14431806	14432006	14431806	14432006	0.0	False	False	0.0	0.928219154248987	195.0	0.0414167883588775	1.5754381998074498	0.768754468150733	4.15887973524271	WormBase	13609	0.0	987.0	N2HS_J2B_split	14418197	14431806	gene
WBGene00013671	protein_coding	ADOG	I	+	200	14433841	14434041	14433841	14434041	0.0	False	False	0.0	0.116554291814123	71.71428571428571	0.000934622719416983	3.26182546537782	0.964775874145256	10.952800045951	WormBase	1048	0.0	3529.0	N2HS_J2A_split	14432793	14433841	gene
WBGene00016230	pseudogene	ADOG	V	+	200	2591758	2591958	2591758	2591958	0.0	False	False	0.0	0.957977412415446	137.714285714286	0.5511811748068051	-0.64259175157016	1.09139951302432	0.355205386872711	WormBase	1365	0.0	729.0	N2HS_INP_split	2590393	2591758	gene
WBGene00018760	protein_coding	ADOG	V	+	900	2595062	2595962	2595062	2595962	0.0	True	False	0.0	0.957977412415446	1407.85714285714	0.26947571348436	0.859805570581106	0.7776073252187221	1.2194138570079098	WormBase	2575	0.0	6897.0	N2HS_J2A_split	2592487	2595062	gene
WBGene00235319	pseudogene	ADOG	V	+	200	5777901	5778101	5777901	5778101	0.0	False	False	0.0	0.957977412415446	28.0	0.438933573510965	-0.8409630122207091	1.08361232466746	0.599068716950278	WormBase	472	0.0	2253.0	N2WT_INP_split	5777429	5777901	gene
WBGene00019202	protein_coding	ADOG	V	+	200	8934265	8934465	8934265	8934465	0.0	False	False	0.0	0.9718747613649572	25.857142857142897	0.810909097584718	0.27817544409729805	1.16237096932683	0.0572421893829187	WormBase	1647	0.0	811.0	N2HS_J2A_split	8932618	8934265	gene
WBGene00199334	ncRNA	ADOG	V	+	300	9073628	9073928	9073628	9073928	0.0	False	False	0.0	0.957977412415446	32.8571428571429	0.076667846452858	-2.17536469685233	1.2361762624959198	3.1341605412667595	WormBase	196	0.0	3032.0	N2HS_INP_split	9073432	9073628	gene
WBGene00195276	ncRNA	ADOG	V	+	200	9081613	9081813	9081613	9081813	0.0	False	False	0.0	0.957977412415446	17.428571428571402	0.285961650898412	1.63704221766345	1.50722572598939	1.13853713342604	WormBase	85	0.0	6518.0	N2HS_J2A_split	9081528	9081613	gene
WBGene00198809	ncRNA	ADOG	V	+	200	10034487	10034687	10034487	10034687	0.0	False	False	0.0	0.726709876609278	60.8571428571429	0.0230960991490334	-2.78726766444805	1.27010931381051	5.1612627589232805	WormBase	55	0.0	2853.0	N2HS_J2A_split	10034432	10034487	gene
WBGene00010177	protein_coding	ADOG	V	+	600	10048726	10049326	10048726	10049326	0.0	False	False	0.0	0.696713286076826	17037.5714285714	0.0208243038420879	-1.60007199015447	0.685905549374596	5.34143668926737	WormBase	11386	0.0	3429.0	N2HS_INP_split	10037340	10048726	gene
WBGene00011670	protein_coding	ADOG	V	+	200	15184125	15184325	15184125	15184325	0.0	False	False	0.0	0.9734923891151128	20.5714285714286	0.8899611533962231	0.17753528235579896	1.28081670817841	0.0191416530544615	WormBase	1685	0.0	581.0	N2HS_J2A_split	15182440	15184125	gene
