GeneID	baseMean	log2FoldChange	padj	log2FoldChange_sig_and_sense_significant_and_antisense_significant	gene_biotype_name	name
WBGene00195166	5.571428571428571	2.3219057520076802	0.53037667540693	False	protein_coding	NA
WBGene00021701	5.571428571428571	-0.34103676584238596	0.9348291341932491	False	protein_coding	NA
WBGene00197135	5.571428571428571	-2.80204276254777	0.45658022002233706	False	ncRNA	NA
WBGene00022726	5.571428571428571	1.6284764759646499e-06	1.0	False	protein_coding	nhr-249
WBGene00012077	5.571428571428571	-1.9068795477703702	0.563561061124032	False	protein_coding	NA
WBGene00012062	5.571428571428571	0.884508751210815	0.8432887802148751	False	protein_coding	NA
WBGene00219646	5.571428571428571	-1.41502788905861	0.707502353377043	False	lincRNA	linc-89
WBGene00016821	5.571428571428571	2.60285574384648	0.49560035968277094	False	protein_coding	scl-26
WBGene00201846	5.571428571428571	-0.530515154621474	0.9125101239984229	False	ncRNA	NA
WBGene00005821	5.571428571428571	2.33984299827115	0.5389619609343239	False	pseudogene	srw-74
WBGene00044909	5.571428571428571	-1.26302659042895	0.73945800937865	False	pseudogene	NA
WBGene00219548	5.571428571428571	1.11101479359543	0.797909145765768	False	ncRNA	NA
WBGene00015615	5.571428571428571	-0.22238517246195	0.9594254618247511	False	protein_coding	fbxc-48
WBGene00219610	5.571428571428571	-1.45942302458848	0.671830059575571	False	antisense	NA
WBGene00014349	5.571428571428571	3.09590656182292	0.30332811203133603	False	tRNA	NA
WBGene00010536	5.571428571428571	1.9068616293824598	0.6629727990250279	False	protein_coding	NA
WBGene00220127	5.571428571428571	-2.19928964617821	0.566704521921062	False	ncRNA	NA
WBGene00012876	5.571428571428571	-3.29276148976589	0.332245078744336	False	pseudogene	NA
WBGene00010224	5.571428571428571	-1.7935363777607098	0.62224133236053	False	protein_coding	NA
WBGene00018824	5.571428571428571	2.07036206665969	0.5964633008313499	False	protein_coding	NA
WBGene00009199	5.571428571428571	0.11548025665916302	0.97899651671091	False	protein_coding	NA
WBGene00200288	5.571428571428571	-2.99997812372696	0.37246317700635	False	ncRNA	NA
WBGene00004971	5.571428571428571	-1.01064212934743	0.7854894153362149	False	protein_coding	spe-17
WBGene00009931	5.571428571428571	2.8073348996871	0.38742487203025805	False	protein_coding	NA
WBGene00022724	5.571428571428571	1.05443460673364	0.814322731682499	False	protein_coding	NA
WBGene00197726	5.571428571428571	1.0443884541553101	0.7774909057029781	False	ncRNA	NA
WBGene00022546	5.571428571428571	0.5849620391589959	0.8846697995653141	False	protein_coding	NA
WBGene00012707	5.571428571428571	-1.60939231623034	0.664543957012656	False	protein_coding	sre-16
WBGene00000025	5.571428571428571	1.7052415244576	0.668355267934883	False	protein_coding	abu-2
WBGene00009151	5.571428571428571	-3.4150095485092504	0.36980620127751	False	protein_coding	NA
WBGene00022000	5.571428571428571	2.82885934394836	0.42092334598565007	False	protein_coding	NA
WBGene00006549	5.571428571428571	2.82885934394836	0.42092334598565007	False	protein_coding	tbx-30
WBGene00005822	5.571428571428571	3.32190556352581	0.309271940376388	False	protein_coding	srw-75
WBGene00219998	5.571428571428571	-0.900455945776879	0.8412168932735941	False	snoRNA	NA
WBGene00195462	5.571428571428571	-3.1154518767352797	0.344667812242875	False	ncRNA	NA
WBGene00197484	5.571428571428571	-1.05888137495638	0.7917961155139521	False	ncRNA	NA
WBGene00022989	5.571428571428571	3.8328626657325096	0.21511035556678398	False	tRNA	NA
WBGene00010672	5.571428571428571	-4.470275343637599	0.15437364575009302	False	protein_coding	NA
WBGene00200823	5.571428571428571	-0.41503873080814396	0.9382356736957019	False	ncRNA	NA
WBGene00045270	5.571428571428571	-0.427009310630924	0.9177263991351641	False	protein_coding	NA
WBGene00018684	5.571428571428571	-4.51454001601217	0.16064955502921202	False	protein_coding	fbxa-41
WBGene00198436	5.571428571428571	-2.2630137058265	0.521308086534181	False	ncRNA	NA
WBGene00044723	5.571428571428571	-1.66295547144072	0.6353736230973891	False	protein_coding	NA
WBGene00086557	5.571428571428571	1.19263470298193	0.7666641248125892	False	protein_coding	NA
WBGene00164986	5.571428571428571	-0.584961100060415	0.8892966430992528	False	protein_coding	NA
WBGene00202153	5.571428571428571	-0.9004588555224741	0.831856458003802	False	ncRNA	NA
WBGene00005904	5.571428571428571	0.452513385398615	0.9177263991351641	False	protein_coding	srx-13
WBGene00171332	5.571428571428571	-6.736896253072211	0.0386865440331166	False	piRNA	NA
WBGene00200569	5.571428571428571	-1.41501962801116	0.766767198849888	False	ncRNA	NA
WBGene00014319	5.571428571428571	4.52352435649498	0.12289217340026301	False	tRNA	NA
WBGene00045315	5.571428571428571	2.4428996014079103	0.5956289250096851	False	pseudogene	NA
WBGene00196669	5.571428571428571	-0.9004566521367992	0.8340182980231391	False	ncRNA	NA
WBGene00014911	5.571428571428571	-1.7369494617808101	0.662391388843339	False	pseudogene	NA
WBGene00008853	5.571428571428571	-0.22239338391952201	0.959622480478117	False	protein_coding	clec-101
WBGene00000440	5.571428571428571	-0.665996566921274	0.8644309336498242	False	protein_coding	ceh-17
WBGene00004170	5.571428571428571	1.18586040436398	0.7548657996873471	False	protein_coding	pqn-90
WBGene00196826	5.571428571428571	-3.1963723230954098	0.305968127886554	False	ncRNA	NA
WBGene00018296	5.571428571428571	-1.908056685187	0.5884571537249879	False	protein_coding	NA
WBGene00012425	5.571428571428571	0.9328778449554379	0.8215187900874991	False	protein_coding	dlc-4
WBGene00235165	5.571428571428571	3.278826501124	0.34593596203384397	False	protein_coding	NA
WBGene00016430	5.571428571428571	-1.35362629044527	0.7167462939070609	False	protein_coding	NA
WBGene00044187	5.571428571428571	-0.353631140792322	0.936656424844766	False	protein_coding	ttll-9
WBGene00198013	5.571428571428571	-1.79353418216409	0.6248955658779429	False	ncRNA	NA
WBGene00020747	5.571428571428571	-0.48542430751570204	0.914438402831682	False	protein_coding	NA
WBGene00010270	5.571428571428571	-1.26302550876544	0.733348939863672	False	protein_coding	NA
WBGene00045048	5.571428571428571	2.8259497659730797	0.385338157864024	False	protein_coding	NA
WBGene00006597	5.571428571428571	2.12684050556095	0.5311006502108351	False	protein_coding	tor-1
WBGene00012542	5.571428571428571	-0.42884360796803495	0.9177263991351641	False	protein_coding	irld-56
WBGene00169339	5.571428571428571	0.528372418069113	0.896383517410966	False	piRNA	NA
WBGene00050197	5.571428571428571	1.2729969286516298	0.783188914725327	False	piRNA	NA
WBGene00011557	5.571428571428571	-0.337871932199556	0.9373161207439241	False	protein_coding	ostf-4
WBGene00173390	5.571428571428571	-1.2630318381166799	0.768532129740862	False	piRNA	21ur-7263
WBGene00200237	5.571428571428571	-3.0316866149684705	0.345745894031737	False	ncRNA	NA
WBGene00008308	5.571428571428571	-1.41502168893215	0.7130156356120458	False	protein_coding	NA
WBGene00008306	5.571428571428571	-0.5405668384175321	0.8934587425795429	False	protein_coding	NA
WBGene00014898	5.571428571428571	-0.13750632641820498	0.976895798688215	False	pseudogene	NA
WBGene00018246	5.571428571428571	-2.5024824248010398	0.456702562988979	False	protein_coding	clec-148
WBGene00202087	5.571428571428571	1.5069456330038702	0.6824337914283729	False	ncRNA	NA
WBGene00169816	5.571428571428571	0.362561796222336	0.9418446389773241	False	piRNA	21ur-6044
WBGene00198631	5.571428571428571	-2.4373824682777996	0.45237697904766	False	ncRNA	NA
WBGene00001550	5.571428571428571	-0.736961162503351	0.849216507210675	False	protein_coding	gcy-27
WBGene00013761	5.571428571428571	2.96131384848927	0.35415376003574794	False	protein_coding	NA
WBGene00022698	5.571428571428571	0.519867355726182	0.8989208159899721	False	protein_coding	NA
WBGene00198315	5.571428571428571	-0.321927752737808	0.9495895879534421	False	ncRNA	NA
WBGene00197389	5.571428571428571	-1.41502245853449	0.7023618432484311	False	ncRNA	NA
WBGene00017552	5.571428571428571	-0.5670339014946609	0.8938674661111529	False	protein_coding	nep-7
WBGene00020292	5.571428571428571	-0.3536313124276961	0.935943986797634	False	protein_coding	nep-19
WBGene00206357	5.571428571428571	-1.5443051206848701	0.682704877366188	False	protein_coding	NA
WBGene00201002	5.571428571428571	1.09952500351515	0.771221629722932	False	ncRNA	NA
WBGene00008509	5.571428571428571	-0.7369614439496508	0.8510072842045319	False	protein_coding	NA
WBGene00197298	5.571428571428571	-3.34100811700206	0.286854177369745	False	ncRNA	NA
WBGene00007306	5.571428571428571	0.20645632254239998	0.968516825540035	False	protein_coding	NA
WBGene00007246	5.571428571428571	0.20645632254239998	0.968516825540035	False	protein_coding	nspb-10
WBGene00020201	5.571428571428571	0.6553529244777111	0.8852615454470492	False	protein_coding	NA
WBGene00022711	5.571428571428571	-0.584961642480212	0.8852615454470492	False	protein_coding	irld-63
WBGene00219695	5.571428571428571	-0.931048180412388	0.7999640543029191	False	lincRNA	linc-126
WBGene00011721	5.571428571428571	1.58495255315197	0.707502353377043	False	pseudogene	NA
WBGene00195619	5.571428571428571	-0.736963613418188	0.849508689860213	False	ncRNA	NA
WBGene00014105	5.571428571428571	0.0443929861685763	0.99242539657668	False	protein_coding	NA
WBGene00195938	5.571428571428571	-2.53049288585491	0.445870862368368	False	ncRNA	NA
WBGene00219693	5.571428571428571	0.553246102024923	0.899474579031127	False	lincRNA	linc-144
WBGene00008153	5.571428571428571	-2.1634832603189498	0.5111846964393789	False	protein_coding	NA
WBGene00015458	5.571428571428571	0.584955861962269	0.8836963259107969	False	protein_coding	NA
WBGene00015079	5.571428571428571	0.754882563236095	0.842222322113343	False	protein_coding	NA
WBGene00168444	5.571428571428571	2.92596399080067	0.41111364683503293	False	piRNA	NA
WBGene00007910	5.571428571428571	-1.78941420265614	0.614279656650619	False	protein_coding	NA
WBGene00020440	5.571428571428571	0.383320225008645	0.9371508993384771	False	protein_coding	NA
WBGene00018560	5.571428571428571	0.646355896642028	0.881394280859089	False	protein_coding	NA
WBGene00198132	5.571428571428571	1.19263508080767	0.7613357573371121	False	ncRNA	NA
WBGene00196423	5.571428571428571	-6.07795010313527	0.0477561578538976	False	ncRNA	NA
WBGene00016349	5.571428571428571	-1.22238393676723	0.7384453584072171	False	protein_coding	NA
WBGene00018751	5.571428571428571	-0.48541920363323293	0.9131411103954491	False	protein_coding	NA
WBGene00195777	5.571428571428571	-3.8744417444607	0.24140924162210997	False	ncRNA	NA
WBGene00008407	5.571428571428571	4.15126920811291	0.20655297792170998	False	protein_coding	NA
WBGene00017650	5.571428571428571	-2.43739042416164	0.458778260014152	False	protein_coding	NA
WBGene00010273	5.571428571428571	-0.5525348701525439	0.8992660020005531	False	protein_coding	srm-3
WBGene00011772	5.571428571428571	-0.5549651852360761	0.8874538732626279	False	protein_coding	NA
WBGene00198102	5.571428571428571	-1.24510189239376	0.792908919821265	False	ncRNA	NA
WBGene00045215	5.571428571428571	1.4329472824491798	0.714217924558851	False	protein_coding	ceh-63
WBGene00008248	5.571428571428571	0.0406416927654459	0.992730120831514	False	protein_coding	srsx-27
WBGene00045027	5.571428571428571	0.0703864860986799	0.988298429634966	False	pseudogene	NA
WBGene00022757	5.571428571428571	0.8194144480388409	0.8596100430020199	False	protein_coding	NA
WBGene00005686	5.571428571428571	1.72630113927074	0.6304165634416751	False	protein_coding	sru-23
WBGene00015838	5.571428571428571	-4.73692226977779	0.115850221107604	False	protein_coding	math-9
WBGene00015053	5.571428571428571	-0.315501769728959	0.940131680006331	False	protein_coding	NA
WBGene00016553	5.571428571428571	0.8804117433862271	0.8368009951084828	False	miRNA	NA
WBGene00018410	5.571428571428571	-1.2630223496581001	0.747282277316654	False	protein_coding	NA
WBGene00015792	5.571428571428571	0.32192634716546503	0.9467853217950172	False	protein_coding	NA
WBGene00008994	5.571428571428571	-1.58495006851722	0.656820839660995	False	protein_coding	NA
WBGene00045252	5.571428571428571	0.6374184881710611	0.8928004397435709	False	protein_coding	NA
WBGene00011674	5.571428571428571	-1.4235894830826399	0.6913593444546949	False	protein_coding	cyp-13A8
WBGene00008185	5.571428571428571	1.16991590713865	0.7655801975520071	False	protein_coding	best-10
WBGene00004899	5.571428571428571	0.31748794041211503	0.9420128531290171	False	protein_coding	snb-5
WBGene00021537	5.571428571428571	0.118396687580475	0.978471472152931	False	protein_coding	NA
WBGene00009549	5.571428571428571	-1.0365106293817399	0.7940931493555892	False	protein_coding	NA
WBGene00022917	5.571428571428571	4.894777747275071	0.11428292986135799	False	tRNA	NA
WBGene00201427	5.71428571428571	2.3370047112688797	0.538579380490591	False	ncRNA	NA
WBGene00023064	5.71428571428571	0.92960028362276	0.808411527742407	False	tRNA	NA
WBGene00198094	5.71428571428571	0.362568949323141	0.942287923778946	False	ncRNA	NA
WBGene00219943	5.71428571428571	-4.54427297712084	0.21693930208257298	False	ncRNA	NA
