GeneID	baseMean	log2FoldChange	padj	log2FoldChange_sig_and_sense_significant_and_antisense_significant	gene_biotype_name	name
WBGene00199120	7.857142857142861	-6.52350439245172	0.0224550847506738	True	ncRNA	NA
WBGene00200365	8.142857142857139	-5.5748730402618305	0.0380301380500809	True	ncRNA	NA
WBGene00199719	10.857142857142902	5.80891977616591	0.0121602782318943	True	ncRNA	NA
WBGene00200197	11.857142857142902	5.724472733868799	0.0088738990936218	True	ncRNA	NA
WBGene00198146	11.857142857142902	4.33458202611468	0.0272097119499846	True	ncRNA	NA
WBGene00199695	11.857142857142902	4.98581416443882	0.0180730232513982	True	ncRNA	NA
WBGene00198470	12.142857142857098	4.67442144978081	0.0218540116277368	True	ncRNA	NA
WBGene00198924	13.142857142857098	5.529786110729869	0.00755918266646699	True	ncRNA	NA
WBGene00014522	14.285714285714299	5.24389779734981	0.009155100033028359	True	snRNA	NA
WBGene00202408	15.285714285714299	4.07593291038661	0.0336467251464364	True	ncRNA	NA
WBGene00007169	17.0	-4.0108775265782795	0.0124998847479403	True	protein_coding	NA
WBGene00077475	19.5714285714286	4.514202128337249	0.0017372506299064199	True	rRNA	NA
WBGene00077474	20.1428571428571	3.3189474795630898	0.0243552408271263	True	rRNA	NA
WBGene00015893	20.7142857142857	-3.9052758194122403	0.0122380447234109	True	protein_coding	NA
WBGene00201151	22.285714285714302	4.573369593773441	0.00231867033976993	True	ncRNA	NA
WBGene00077470	22.428571428571402	5.079300945778581	0.000265253553303045	True	rRNA	NA
WBGene00077471	22.428571428571402	3.7578823613146	0.00805259325090675	True	rRNA	NA
WBGene00013942	22.714285714285698	5.25094864039394	0.000200021889965997	True	protein_coding	NA
WBGene00200276	28.857142857142897	6.515244289437669	2.24113517560755e-06	True	ncRNA	NA
WBGene00019190	29.714285714285698	-2.6307613269919803	0.039908428499023	True	protein_coding	NA
WBGene00019331	32.2857142857143	-2.9668294510146898	0.0210105914581458	True	protein_coding	dos-3
WBGene00000430	33.1428571428571	-4.40085758049015	0.000369579301066199	True	protein_coding	ceh-5
WBGene00200025	33.2857142857143	3.69630757291974	0.0169257499518343	True	ncRNA	NA
WBGene00043328	42.4285714285714	-4.53914784073474	0.00239368408295862	True	protein_coding	NA
WBGene00014946	45.571428571428605	-5.5529644046553495	1.69488307497194e-07	True	pseudogene	NA
WBGene00020156	49.28571428571429	3.6365624718593104	0.000767499507759498	True	protein_coding	NA
WBGene00044413	54.0	3.2950414210162697	0.000261651295122669	True	protein_coding	NA
WBGene00006978	56.0	2.12939502569416	0.012948786635248002	True	protein_coding	zig-1
WBGene00013700	67.85714285714289	-2.94373772446603	0.0017894047202266698	True	protein_coding	NA
WBGene00007539	88.7142857142857	4.25744847151673	0.00023746514976634398	True	snoRNA	NA
