sample_name	DOG_length	gene_id_name	DOG_start_local	DOG_end_local	chr	strand	TYPE	Enrichment	Treatment
N2_J2_3	11000	WBGene00195813	15068355	15070431	I	-	DOG	J2	N2
N2_J2_3	8100	WBGene00196396	15063383	15067668	I	-	DOG	J2	N2
N2_J2_3	2900	WBGene00198814	15061159	15063050	I	-	DOG	J2	N2
N2_J2_3	1700	WBGene00015504	5980078	5981778	I	-	DOG	J2	N2
N2_J2_3	1100	WBGene00004765	3611851	3612951	III	-	DOG	J2	N2
N2_J2_3	1100	WBGene00003598	4893547	4894647	III	-	DOG	J2	N2
N2_J2_3	900	WBGene00196043	4355481	4355632	I	-	DOG	J2	N2
N2_J2_3	900	WBGene00195962	4343780	4343931	I	-	DOG	J2	N2
N2_J2_3	900	WBGene00199244	4349707	4349858	I	-	DOG	J2	N2
N2_J2_3	900	WBGene00013732	12537764	12538664	III	-	DOG	J2	N2
N2_J2_3	900	WBGene00197673	4346820	4346971	I	-	DOG	J2	N2
N2_J2_3	900	WBGene00202259	4352594	4352745	I	-	DOG	J2	N2
N2_J2_3	800	WBGene00012476	12809682	12809999	I	-	DOG	J2	N2
N2_J2_3	700	WBGene00017190	8854293	8854993	V	-	DOG	J2	N2
N2_J2_3	600	WBGene00201398	15060261	15060861	I	-	DOG	J2	N2
N2_J2_3	600	WBGene00004947	4517043	4517643	V	-	DOG	J2	N2
N2_J2_3	500	WBGene00013669	14400179	14400679	I	-	DOG	J2	N2
N2_J2_3	500	WBGene00008968	8752860	8753195	IV	-	DOG	J2	N2
N2_J2_3	500	WBGene00013164	15063767	15064267	II	-	DOG	J2	N2
N2_J2_3	500	WBGene00001928	8852506	8853006	V	-	DOG	J2	N2
N2_J2_3	500	WBGene00017288	5347596	5348096	II	-	DOG	J2	N2
N2_J2_3	500	WBGene00001707	1258874	1259374	I	-	DOG	J2	N2
N2_J2_3	500	WBGene00001894	8894601	8895101	V	-	DOG	J2	N2
N2_J2_3	400	WBGene00198205	4346271	4346671	I	-	DOG	J2	N2
N2_J2_3	400	WBGene00220207	12122800	12123200	III	-	DOG	J2	N2
N2_J2_3	400	WBGene00199757	4349158	4349558	I	-	DOG	J2	N2
N2_J2_3	400	WBGene00199607	4352045	4352445	I	-	DOG	J2	N2
N2_J2_3	400	WBGene00196671	4343231	4343631	I	-	DOG	J2	N2
N2_J2_3	400	WBGene00195350	4354932	4355332	I	-	DOG	J2	N2
N2_J2_3	300	WBGene00235348	2679197	2679497	IV	-	DOG	J2	N2
N2_J2_3	300	WBGene00021346	2061367	2061667	I	-	DOG	J2	N2
N2_J2_3	300	WBGene00015734	6622376	6622676	III	-	DOG	J2	N2
N2_J2_3	300	WBGene00004890	3666623	3666923	I	-	DOG	J2	N2
N2_J2_3	300	WBGene00003779	12077556	12077788	III	-	DOG	J2	N2
N2_J2_3	300	WBGene00201669	15071966	15072266	I	-	DOG	J2	N2
N2_J2_3	300	WBGene00220118	2822437	2822737	I	-	DOG	J2	N2
N2_J2_3	300	WBGene00002203	15268774	15269074	X	-	DOG	J2	N2
N2_J2_3	300	WBGene00004246	211956	212256	I	-	DOG	J2	N2
N2_J2_3	300	WBGene00220154	1651599	1651899	IV	-	DOG	J2	N2
N2_J2_3	300	WBGene00012719	13143073	13143373	III	-	DOG	J2	N2
N2_J2_3	300	WBGene00194769	16603369	16603529	V	-	DOG	J2	N2
N2_J2_3	200	WBGene00199513	8984892	8985092	III	-	DOG	J2	N2
N2_J2_3	200	WBGene00019590	2290696	2290896	II	-	DOG	J2	N2
N2_J2_3	200	WBGene00022491	1185048	1185248	III	-	DOG	J2	N2
N2_J2_3	200	WBGene00044949	10370877	10371077	X	-	DOG	J2	N2
N2_J2_3	200	WBGene00021317	5352641	5352841	III	-	DOG	J2	N2
N2_J2_3	200	WBGene00019593	2286830	2287030	II	-	DOG	J2	N2
N2_J2_3	200	WBGene00019587	2261928	2262128	II	-	DOG	J2	N2
N2_J2_3	200	WBGene00013550	12216579	12216779	III	-	DOG	J2	N2
N2_J2_3	200	WBGene00014376	13411166	13411366	III	-	DOG	J2	N2
N2_J2_3	200	WBGene00012362	10711527	10711724	III	-	DOG	J2	N2
N2_J2_3	200	WBGene00013099	16493228	16493428	IV	-	DOG	J2	N2
N2_J2_3	200	WBGene00219803	10574451	10574651	II	-	DOG	J2	N2
N2_J2_3	200	WBGene00002079	318258	318390	I	-	DOG	J2	N2
N2_J2_3	200	WBGene00021238	1988046	1988246	I	-	DOG	J2	N2
N2_J2_3	200	WBGene00022128	2721679	2721879	I	-	DOG	J2	N2
N2_J2_3	200	WBGene00021409	24483	24683	IV	-	DOG	J2	N2
N2_J2_3	200	WBGene00012961	12095577	12095777	I	-	DOG	J2	N2
N2_J2_3	200	WBGene00003783	10951679	10951879	II	-	DOG	J2	N2
N2_J2_3	200	WBGene00006958	11924585	11924785	I	-	DOG	J2	N2
N2_J2_3	200	WBGene00077687	11064170	11064370	I	-	DOG	J2	N2
N2_J2_3	200	WBGene00044632	15521288	15521488	IV	-	DOG	J2	N2
