sample_name	DOG_length	gene_id_name	DOG_start_local	DOG_end_local	chr	strand	TYPE	Enrichment	Treatment
N2_J2_1	13500	WBGene00022951	16931619	16943323	X	+	DOG	J2	N2
N2_J2_1	8900	WBGene00004512	15063836	15064301	I	+	DOG	J2	N2
N2_J2_1	8200	WBGene00004567	15064453	15064838	I	+	DOG	J2	N2
N2_J2_1	1800	WBGene00019347	17008462	17010262	X	+	DOG	J2	N2
N2_J2_1	1300	WBGene00220093	11484600	11484826	X	+	DOG	J2	N2
N2_J2_1	900	WBGene00220094	11484924	11485824	X	+	DOG	J2	N2
N2_J2_1	900	WBGene00016458	10819963	10820863	I	+	DOG	J2	N2
N2_J2_1	900	WBGene00014115	9122398	9122524	I	+	DOG	J2	N2
N2_J2_1	700	WBGene00012928	11238252	11238451	III	+	DOG	J2	N2
N2_J2_1	700	WBGene00219838	5916938	5917638	III	+	DOG	J2	N2
N2_J2_1	600	WBGene00004920	2727545	2728145	I	+	DOG	J2	N2
N2_J2_1	500	WBGene00220246	9122693	9123193	I	+	DOG	J2	N2
N2_J2_1	500	WBGene00016544	2155220	2155720	II	+	DOG	J2	N2
N2_J2_1	400	WBGene00012195	12752087	12752487	I	+	DOG	J2	N2
N2_J2_1	400	WBGene00220163	11238559	11238959	III	+	DOG	J2	N2
N2_J2_1	400	WBGene00220004	3415924	3416324	I	+	DOG	J2	N2
N2_J2_1	400	WBGene00017930	6040582	6040982	V	+	DOG	J2	N2
N2_J2_1	300	WBGene00197555	3254824	3255124	IV	+	DOG	J2	N2
N2_J2_1	300	WBGene00199697	11670094	11670394	I	+	DOG	J2	N2
N2_J2_1	300	WBGene00007062	18060708	18061008	V	+	DOG	J2	N2
N2_J2_1	300	WBGene00015731	2422895	2423195	V	+	DOG	J2	N2
N2_J2_1	300	WBGene00001538	5319234	5319534	II	+	DOG	J2	N2
N2_J2_1	300	WBGene00016002	6691841	6691986	II	+	DOG	J2	N2
N2_J2_1	300	WBGene00044131	2531174	2531474	V	+	DOG	J2	N2
N2_J2_1	300	WBGene00012663	10854561	10854861	III	+	DOG	J2	N2
N2_J2_1	300	WBGene00004513	15071033	15071333	I	+	DOG	J2	N2
N2_J2_1	200	WBGene00002189	14951924	14952124	I	+	DOG	J2	N2
N2_J2_1	200	WBGene00016904	280445	280645	I	+	DOG	J2	N2
N2_J2_1	200	WBGene00003229	134065	134265	I	+	DOG	J2	N2
N2_J2_1	200	WBGene00001234	12970238	12970438	I	+	DOG	J2	N2
N2_J2_1	200	WBGene00016609	4254139	4254339	I	+	DOG	J2	N2
N2_J2_1	200	WBGene00011973	7699037	7699237	I	+	DOG	J2	N2
N2_J2_1	200	WBGene00023366	3589335	3589535	IV	+	DOG	J2	N2
N2_J2_1	200	WBGene00010085	14425859	14426059	IV	+	DOG	J2	N2
N2_J2_1	200	WBGene00012384	11070950	11071150	IV	+	DOG	J2	N2
N2_J2_1	200	WBGene00014954	16928999	16929167	V	+	DOG	J2	N2
N2_J2_1	200	WBGene00004010	11136380	11136580	III	+	DOG	J2	N2
N2_J2_1	200	WBGene00185002	9838311	9838511	III	+	DOG	J2	N2
N2_J2_1	200	WBGene00009654	10518391	10518591	III	+	DOG	J2	N2
N2_J2_1	200	WBGene00019279	313969	314125	II	+	DOG	J2	N2
N2_J2_1	200	WBGene00197031	9572342	9572542	II	+	DOG	J2	N2
N2_J2_1	200	WBGene00007135	4340464	4340664	III	+	DOG	J2	N2
N2_J2_1	200	WBGene00013094	13875423	13875623	II	+	DOG	J2	N2
N2_J2_1	200	WBGene00201633	5820260	5820460	X	+	DOG	J2	N2
N2_J2_1	200	WBGene00018276	6871670	6871870	X	+	DOG	J2	N2
N2_J2_1	200	WBGene00164974	11440652	11440852	X	+	DOG	J2	N2
