sample_name	DOG_length	gene_id_name	DOG_start_local	DOG_end_local	chr	strand	TYPE	Enrichment	Treatment
OK8_J2_2	13400	WBGene00022951	16931619	16943323	X	+	DOG	J2	OK
OK8_J2_2	11900	WBGene00004677	15061150	15062083	I	+	DOG	J2	OK
OK8_J2_2	8900	WBGene00004512	15063836	15064301	I	+	DOG	J2	OK
OK8_J2_2	8200	WBGene00004567	15064453	15064838	I	+	DOG	J2	OK
OK8_J2_2	3400	WBGene00004622	15068346	15069280	I	+	DOG	J2	OK
OK8_J2_2	1000	WBGene00016458	10819963	10820963	I	+	DOG	J2	OK
OK8_J2_2	800	WBGene00014115	9122398	9122524	I	+	DOG	J2	OK
OK8_J2_2	500	WBGene00220246	9122693	9123193	I	+	DOG	J2	OK
OK8_J2_2	500	WBGene00016544	2155220	2155720	II	+	DOG	J2	OK
OK8_J2_2	500	WBGene00016002	6691841	6691986	II	+	DOG	J2	OK
OK8_J2_2	400	WBGene00017496	2348123	2348523	V	+	DOG	J2	OK
OK8_J2_2	400	WBGene00220163	11238559	11238959	III	+	DOG	J2	OK
OK8_J2_2	400	WBGene00008748	10694461	10694861	X	+	DOG	J2	OK
OK8_J2_2	400	WBGene00000793	11693837	11694136	III	+	DOG	J2	OK
OK8_J2_2	400	WBGene00018911	2456147	2456547	V	+	DOG	J2	OK
OK8_J2_2	300	WBGene00007637	11616244	11616544	I	+	DOG	J2	OK
OK8_J2_2	300	WBGene00012384	11070950	11071250	IV	+	DOG	J2	OK
OK8_J2_2	300	WBGene00015731	2422895	2423195	V	+	DOG	J2	OK
OK8_J2_2	300	WBGene00235373	4397925	4398225	IV	+	DOG	J2	OK
OK8_J2_2	300	WBGene00012663	10854561	10854861	III	+	DOG	J2	OK
OK8_J2_2	300	WBGene00044131	2531174	2531474	V	+	DOG	J2	OK
OK8_J2_2	300	WBGene00004513	15071033	15071333	I	+	DOG	J2	OK
OK8_J2_2	300	WBGene00021716	3492881	3493181	II	+	DOG	J2	OK
OK8_J2_2	300	WBGene00001538	5319234	5319534	II	+	DOG	J2	OK
OK8_J2_2	200	WBGene00002189	14951924	14952124	I	+	DOG	J2	OK
OK8_J2_2	200	WBGene00013934	13817398	13817598	II	+	DOG	J2	OK
OK8_J2_2	200	WBGene00007062	18060708	18060908	V	+	DOG	J2	OK
OK8_J2_2	200	WBGene00003229	134065	134265	I	+	DOG	J2	OK
OK8_J2_2	200	WBGene00022366	1376409	1376609	I	+	DOG	J2	OK
OK8_J2_2	200	WBGene00001115	1490494	1490694	I	+	DOG	J2	OK
OK8_J2_2	200	WBGene00019347	17008462	17008662	X	+	DOG	J2	OK
OK8_J2_2	200	WBGene00219964	16943517	16943717	X	+	DOG	J2	OK
OK8_J2_2	200	WBGene00023341	6418047	6418247	V	+	DOG	J2	OK
OK8_J2_2	200	WBGene00009654	10518391	10518591	III	+	DOG	J2	OK
OK8_J2_2	200	WBGene00004010	11136380	11136580	III	+	DOG	J2	OK
OK8_J2_2	200	WBGene00220094	11484924	11485124	X	+	DOG	J2	OK
OK8_J2_2	200	WBGene00023366	3589335	3589535	IV	+	DOG	J2	OK
OK8_J2_2	200	WBGene00007736	12474889	12475089	IV	+	DOG	J2	OK
OK8_J2_2	200	WBGene00011418	12482426	12482626	IV	+	DOG	J2	OK
OK8_J2_2	200	WBGene00044761	1403460	1403660	III	+	DOG	J2	OK
OK8_J2_2	200	WBGene00013094	13875423	13875623	II	+	DOG	J2	OK
