gene_id_name	gene_biotype_name	TYPE	chr	strand	DOG_length	DOG_start_local	DOG_end_local	DOG_start_meta	DOG_end_meta	DOG_from_downstream_gene	DOG_from_upstream_gene	DOG_into_downstream_gene	POG_into_upstream_gene	padj	baseMean	pvalue	log2FoldChange	lfcSE	stat	source	length	left_int_length	right_int_length	sample_name	start	end	type
WBGene00021406	protein_coding	DOG	IV	+	400	14926	15326	14926	15326	0	False	False	0	0.999080862006025	705.375	0.8178818247231039	-0.0765039450668959	0.33222983353433805	0.0530243594791955	WormBase	14231	0.0	6567.0	OK80-INP_split	695	14926	gene
WBGene00044467	protein_coding	POG	IV	+	400	2051100	2051500	2051100	2051500	False	0	0	False	0.999080862006025	84.625	0.730968125306362	0.182704016538545	0.531571532601844	0.11822456607529801	WormBase	5579	6704.0	0.0	N2-J2-1__split	2051500	2057079	gene
WBGene00020208	protein_coding	DOG	IV	+	200	2235795	2235995	2235795	2235995	0	False	False	0	0.999080862006025	1506.0	0.7503868867739129	-0.109856696225363	0.345303965458149	0.101206228285619	WormBase	12967	0.0	7265.0	OK80-INP_split	2222828	2235795	gene
WBGene00021423	protein_coding	DOG	IV	+	200	2382171	2382371	2382171	2382371	0	False	False	0	0.999080862006025	2353.0	0.79490688472304	-0.0791084439129232	0.304320476628278	0.0675709409125176	WormBase	32900	0.0	1842.0	OK80-INP_split	2349271	2382171	gene
WBGene00200723	ncRNA	DOG	IV	+	200	3168949	3169149	3168949	3169149	0	False	False	0	0.999080862006025	11.375	0.8231347008408871	0.292181366417737	1.30788475917676	0.0499589605424475	WormBase	149	0.0	33384.0	OK80-INP_split	3168800	3168949	gene
WBGene00018325	pseudogene	DOG	IV	+	200	3324950	3325150	3324950	3325150	0	False	False	0	0.999080862006025	1225.75	0.815868909650611	0.0710398156627217	0.305067947486884	0.054224505502134	WormBase	4937	0.0	7227.0	N2WT_INP_split	3320013	3324950	gene
WBGene00023366	pseudogene	DOG	IV	+	200	3589335	3589535	3589335	3589535	0	False	False	0	0.999080862006025	21.0	0.0936586249469654	-1.8188485445111298	1.07348073381904	2.81033826777129	WormBase	72	0.0	17449.0	OK8-J2-3_split	3589263	3589335	gene
WBGene00235373	ncRNA	DOG	IV	+	700	4397925	4398625	4397925	4398625	0	False	False	0	0.999080862006025	528.25	0.681542561332009	0.167272452521706	0.40760236609547995	0.168394571951907	WormBase	3515	0.0	24414.0	N2-J2-3__split	4394410	4397925	gene
WBGene00220042	ncRNA	DOG	IV	+	300	4769440	4769740	4769440	4769740	0	False	False	0	0.999080862006025	25.875	0.615725281251293	-0.46566220550878495	0.926659245954793	0.25192156713656305	WormBase	96	0.0	2652.0	N2-J2-2__split	4769344	4769440	gene
WBGene00219822	snoRNA	DOG	IV	+	200	6793200	6793400	6793200	6793400	0	False	False	0	0.999080862006025	100.625	0.738706843091133	0.182263016886434	0.546318112874099	0.11126648416483699	WormBase	226	0.0	2713.0	OK8-J2-1_split	6792974	6793200	gene
WBGene00198262	ncRNA	DOG	IV	+	300	7236651	7236951	7236651	7236951	0	False	False	0	0.999080862006025	16.125	0.363430730794497	-0.9477354817126908	1.04259641308074	0.8260034292195191	WormBase	207	0.0	1071.0	OK80-INP_split	7236444	7236651	gene
WBGene00002221	pseudogene	DOG	IV	+	200	7800252	7800452	7800252	7800452	0	False	False	0	0.999080862006025	980.875	0.3779629062485129	-0.32203515110025605	0.36511966079323405	0.777317157560077	WormBase	3060	0.0	4788.0	OK80-INP_split	7797192	7800252	gene
WBGene00003827	protein_coding	DOG	IV	+	300	7915184	7915291	7915184	7915484	0	False	True	0	0.999080862006025	3541.5	0.21987863655141898	0.37988919828351403	0.30946138436094	1.5051631259313203	WormBase	4609	0.0	107.0	OK80-INP_split	7910575	7915184	gene
WBGene00012384	pseudogene	DOG	IV	+	200	11070950	11071150	11070950	11071150	0	False	False	0	0.999080862006025	111.5	0.190508066596561	0.913604352331328	0.715165287982105	1.7136841589343899	WormBase	1563	0.0	12197.0	OK8-J2-1_split	11069387	11070950	gene
WBGene00007107	protein_coding	DOG	IV	+	200	11315877	11316077	11315877	11316077	0	False	False	0	0.999080862006025	222.5	0.16714181221979998	0.532749516263154	0.385290929051807	1.9083935745446599	WormBase	735	0.0	1542.0	OK80-INP_split	11315142	11315877	gene
WBGene00012498	pseudogene	POG	IV	+	600	11608300	11608900	11608300	11608900	False	0	0	False	0.999080862006025	413.5	0.151046875478441	0.518082909238761	0.36058060899704797	2.0616465885146202	WormBase	2010	1443.0	0.0	OK80-INP_split	11608900	11610910	gene
WBGene00007736	protein_coding	DOG	IV	+	200	12474889	12475089	12474889	12475089	0	False	False	0	0.999080862006025	987.75	0.8336066616405821	0.0716559608579698	0.34108520287335403	0.0441328383074051	WormBase	6231	0.0	4122.0	OK8-J2-1_split	12468658	12474889	gene
WBGene00011418	protein_coding	DOG	IV	+	200	12482426	12482626	12482426	12482626	0	False	False	0	0.999080862006025	702.875	0.708235995086048	0.12718048367815898	0.33982986636634305	0.1400452869552	WormBase	3415	0.0	5153.0	OK8-J2-1_split	12479011	12482426	gene
WBGene00007870	protein_coding	DOG	IV	+	200	12931514	12931714	12931514	12931714	0	False	False	0	0.999080862006025	136.75	0.8047817444964671	0.120557982967132	0.487828116563389	0.0610897621091624	WormBase	807	0.0	5224.0	OK8-J2-3_split	12930707	12931514	gene
WBGene00010085	protein_coding	DOG	IV	+	200	14425859	14426059	14425859	14426059	0	False	False	0	0.999080862006025	194.25	0.5717727997255689	-0.259145658540754	0.45827273562892695	0.31972526114175503	WormBase	1166	0.0	1836.0	N2-J2-1__split	14424693	14425859	gene
WBGene00010087	protein_coding	POG	IV	+	900	14426795	14427695	14426795	14427695	False	0	0	False	0.7483305269008059	131.5	0.02448457844066	-1.16231625944294	0.515144823027872	5.0599759026277	WormBase	769	1836.0	0.0	N2-J2-3__split	14427695	14428464	gene
